Date,Open,High,Low,Close,Volume
2019-01-01,1063.824951,1075.5,1052.800049,1074.050049,3186720
2019-01-02,1071.400024,1073.75,1059.849976,1064.25,4067116
2019-01-03,1062.099976,1064.125,1051.5,1055.900024,6385832
2019-01-04,1057.625,1064.25,1055.175049,1058.724976,3643560
2019-01-07,1063.849976,1067.675049,1059,1060.324951,2693506
2019-01-08,1061,1061.75,1048.324951,1051.5,4171730
2019-01-09,1059,1060.675049,1051.300049,1058.400024,4284314
2019-01-10,1058.5,1061.900024,1046.324951,1054.25,3845770
2019-01-11,1056.900024,1062,1054,1055.949951,3204020
2019-01-14,1054.949951,1054.949951,1049.224976,1050.824951,2427580
2019-01-15,1052.525024,1063.25,1051,1060.949951,2543778
2019-01-16,1060.025024,1062.5,1054.125,1060.099976,2626226
2019-01-17,1062.625,1067.949951,1056.675049,1066.150024,4120114
2019-01-18,1067.5,1069.5,1057.275024,1065.125,2603988
2019-01-21,1069.974976,1083.25,1063.25,1074.074951,8780756
2019-01-22,1073,1073.400024,1064.525024,1067.925049,4398488
2019-01-23,1067,1067.925049,1050.724976,1052.699951,3812144
2019-01-24,1055,1060.824951,1048.949951,1051.125,5055786
2019-01-25,1046.5,1055,1045,1048,5631118
2019-01-28,1045,1051.025024,1038.375,1042.074951,7680218
2019-01-29,1039.125,1041.5,1026.5,1028.800049,7381394
2019-01-30,1028.625,1028.625,1014,1017.349976,9257080
2019-01-31,1015.5,1044.875,1011,1039.974976,8289702
2019-02-01,1039.974976,1058.5,1038.300049,1045.224976,7827094
2019-02-04,1047.5,1056.5,1041.324951,1052.449951,3969144
2019-02-05,1054,1059.5,1048.5,1057.025024,4345144
2019-02-06,1058.125,1063.5,1056.800049,1061.324951,5437842
2019-02-07,1062.525024,1065,1052.925049,1058.625,3608654
2019-02-08,1056,1072.474976,1053.324951,1061.324951,6117822
2019-02-11,1056.650024,1071.449951,1056.650024,1069.824951,3518182
2019-02-12,1069,1074,1062.400024,1064.849976,4886194
2019-02-14,1070,1070,1052.800049,1055.099976,3720694
2019-02-15,1053.675049,1054.050049,1039.099976,1050.324951,4208262
2019-02-18,1053.400024,1059,1043,1044.949951,3569372
2019-02-19,1044.849976,1054.074951,1039.099976,1042.025024,2634318
2019-02-20,1044.25,1055.5,1040.949951,1054.175049,2446250
2019-02-21,1050.849976,1059.974976,1046.800049,1057.949951,2630772
2019-02-22,1059.699951,1064.050049,1044.550049,1045.724976,4445354
2019-02-25,1047.574951,1064.974976,1047.574951,1062.699951,4070298
2019-02-26,1055.625,1062.5,1050.550049,1055.324951,4803714
2019-02-27,1058.050049,1062.224976,1044.074951,1046.125,3515046
2019-02-28,1046.550049,1052.925049,1036.599976,1038.775024,5822688
2019-03-01,1043.125,1050.449951,1038.5,1041.675049,4676464
2019-03-05,1044.449951,1055.550049,1035,1053.550049,5918638
2019-03-06,1055,1055.150024,1045.275024,1052.125,4229022
2019-03-07,1054.800049,1065,1047.5,1063.25,5102426
2019-03-08,1057.525024,1065,1054.724976,1064.099976,3526730
2019-03-11,1066,1071.849976,1061.099976,1064.224976,4612054
2019-03-12,1073.5,1087.5,1068.5,1085.5,7548646
2019-03-13,1087.5,1117,1086.050049,1113.275024,28583174
2019-03-14,1122.425049,1123.75,1105.300049,1112.375,7689932
2019-03-15,1115.5,1129.949951,1114.025024,1126.5,6381544
